,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Paperless Billing,Monthly Charges,Total Charges,Churn Label,CLTV,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Contract_Month-to-month,Contract_One year,Contract_Two year,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check
2977,0,0,0,0,18,1,0,0,0,0,0,0,0,1,71,1247.75,0,4911,0,1,0,1,0,0,0,0,1,0
2978,1,0,1,0,68,0,0,1,0,1,0,1,1,1,54,3794.5,0,4601,1,0,0,0,0,1,1,0,0,0
2979,1,0,0,0,54,1,0,0,0,0,0,0,0,0,19,1008.7,0,5708,0,0,1,0,0,1,0,1,0,0
2980,0,1,1,1,23,1,0,0,1,1,0,0,1,1,88,2130.55,0,3937,0,1,0,1,0,0,1,0,0,0
2981,1,0,1,0,71,1,1,1,1,1,1,0,1,0,80,5727.15,0,5228,1,0,0,0,0,1,0,1,0,0
2982,0,0,1,1,67,1,0,0,0,0,0,0,0,1,19,1372.9,0,5154,0,0,1,0,0,1,1,0,0,0
2983,0,0,1,1,14,1,1,0,0,0,0,1,0,1,84,1203.9,0,2452,0,1,0,1,0,0,0,0,1,0
2984,0,0,0,1,63,1,0,0,0,0,0,0,0,0,19,1215.1,0,4370,0,0,1,0,0,1,0,1,0,0
2985,0,0,0,0,41,1,1,0,0,1,1,0,1,1,68,2877.05,0,4572,1,0,0,0,1,0,0,0,1,0
2986,0,0,1,0,17,1,1,0,0,0,0,1,1,0,92,1579.7,0,4756,0,1,0,1,0,0,0,0,1,0
2987,1,0,1,0,56,1,1,1,0,0,0,1,1,1,100,5514.95,0,4847,0,1,0,0,1,0,0,0,1,0
2988,0,0,0,0,5,1,0,0,0,0,0,0,0,0,20,96.1,0,5967,0,0,1,1,0,0,0,1,0,0
2989,0,0,1,0,3,1,0,0,0,0,0,0,0,1,19,55.25,0,2941,0,0,1,1,0,0,0,0,0,1
2990,1,0,0,0,37,1,1,1,1,1,1,0,0,0,67,2443.3,0,5042,1,0,0,0,1,0,0,0,1,0
2991,1,0,0,0,8,1,0,0,0,0,0,0,0,0,43,335.4,0,3266,1,0,0,1,0,0,0,0,0,1
2992,0,0,0,0,63,1,1,0,1,1,1,1,1,1,109,7002.95,0,5775,0,1,0,1,0,0,0,1,0,0
2993,0,0,1,1,7,1,0,0,0,0,0,0,0,0,20,158.95,0,4058,0,0,1,1,0,0,0,0,0,1
2994,0,0,0,0,3,1,0,0,1,0,0,1,1,0,95,293.15,0,2813,0,1,0,1,0,0,0,0,1,0
2995,1,0,1,1,72,1,0,0,0,0,0,0,0,0,21,1493.75,0,4974,0,0,1,0,0,1,1,0,0,0
2996,0,0,0,0,19,1,0,0,0,0,0,0,1,1,56,1093.4,0,3384,1,0,0,1,0,0,0,0,1,0
2997,0,0,1,0,59,1,0,0,0,0,0,0,0,0,18,1057.85,0,4375,0,0,1,0,0,1,1,0,0,0
2998,0,0,1,1,35,1,1,0,0,0,0,0,0,1,25,882.55,0,4194,0,0,1,1,0,0,0,0,1,0
2999,1,0,0,0,14,1,0,0,0,0,0,0,0,0,19,300.4,0,2847,0,0,1,1,0,0,0,1,0,0
3000,0,0,1,1,69,1,0,0,0,0,0,0,0,0,19,1436.95,0,5423,0,0,1,0,0,1,0,1,0,0
3001,1,1,1,0,7,1,1,1,1,0,1,0,0,0,64,475.0,0,5116,1,0,0,1,0,0,0,0,1,0
3002,1,0,1,0,69,1,0,1,1,1,1,1,0,1,75,5388.15,0,5839,1,0,0,0,0,1,1,0,0,0
3003,0,0,1,0,72,1,1,0,1,0,1,1,1,1,78,5730.15,0,5050,1,0,0,0,0,1,0,0,1,0
3004,0,0,1,1,4,1,0,1,0,0,0,0,0,0,50,217.1,0,3147,1,0,0,1,0,0,0,0,1,0
3005,1,0,1,1,63,1,0,0,1,1,0,0,0,1,80,4896.35,0,5157,0,1,0,1,0,0,0,1,0,0
3006,1,0,0,0,72,1,0,0,0,0,0,0,0,0,19,1434.1,0,4790,0,0,1,0,0,1,1,0,0,0
3007,0,0,0,0,46,1,0,0,0,0,0,0,0,1,21,937.1,0,4791,0,0,1,0,0,1,0,0,1,0
3008,1,0,1,0,30,1,0,0,0,1,0,0,0,1,50,1474.9,0,4715,1,0,0,1,0,0,0,0,0,1
3009,1,0,0,0,63,1,1,0,1,1,0,1,1,1,104,6536.5,0,5882,0,1,0,0,0,1,1,0,0,0
3010,0,0,0,0,60,1,0,0,0,0,0,0,0,0,19,1128.1,0,6213,0,0,1,0,0,1,1,0,0,0
3011,1,0,1,1,25,1,0,0,0,0,1,1,0,0,85,2199.05,0,3153,0,1,0,1,0,0,0,0,1,0
3012,1,1,1,0,6,1,1,0,0,1,0,0,0,1,80,457.1,0,5611,0,1,0,1,0,0,0,0,1,0
3013,1,0,0,0,22,1,1,0,0,0,0,0,0,0,25,566.5,0,3403,0,0,1,0,0,1,0,0,0,1
3014,0,0,1,0,31,1,1,0,1,0,1,1,1,0,80,2471.6,0,3491,1,0,0,0,0,1,1,0,0,0
3015,0,0,1,1,39,1,0,0,0,1,1,0,0,1,81,3107.3,0,2042,0,1,0,1,0,0,1,0,0,0
3016,1,0,0,0,26,1,0,0,0,0,0,0,0,0,20,518.3,0,5895,0,0,1,1,0,0,0,0,0,1
3017,1,0,0,0,12,1,1,1,1,0,1,0,0,1,67,832.3,0,4334,1,0,0,1,0,0,0,0,1,0
3018,0,0,0,0,2,1,0,0,0,0,0,0,0,0,20,45.3,0,5994,0,0,1,1,0,0,0,0,0,1
3019,1,0,0,0,39,0,0,1,0,0,1,1,0,0,45,1790.6,0,4003,1,0,0,0,1,0,1,0,0,0
3020,0,0,1,1,7,0,0,1,0,0,1,0,0,0,34,246.6,0,5996,1,0,0,1,0,0,0,0,0,1
3021,1,1,0,0,4,1,0,0,0,0,0,0,0,0,69,261.65,0,4140,0,1,0,1,0,0,0,0,1,0
3022,0,0,0,0,55,1,0,0,1,1,0,0,0,1,81,4509.5,0,5167,0,1,0,1,0,0,0,0,1,0
3023,1,0,1,0,72,1,0,0,1,1,0,1,1,1,75,5480.25,0,4171,1,0,0,0,0,1,1,0,0,0
3024,0,0,1,0,10,1,0,0,0,1,0,1,1,1,67,653.15,0,2709,1,0,0,1,0,0,0,1,0,0
3025,1,1,0,0,11,1,1,0,1,1,1,1,1,1,111,1183.05,0,3175,0,1,0,1,0,0,0,0,1,0
3026,0,0,1,1,15,1,0,0,0,0,0,0,0,0,46,639.45,0,3103,1,0,0,1,0,0,0,0,1,0
3027,0,0,1,1,23,1,0,0,0,0,0,0,0,0,20,478.75,0,4698,0,0,1,0,0,1,1,0,0,0
3028,1,0,0,1,1,1,0,0,0,0,0,0,0,0,20,20.05,0,4221,0,0,1,1,0,0,0,0,0,1
3029,1,0,1,1,47,1,0,1,1,1,0,0,1,1,96,4391.45,0,5793,0,1,0,0,1,0,0,0,1,0
3030,0,0,0,0,15,1,0,0,0,0,0,0,0,0,19,270.6,0,4818,0,0,1,0,1,0,0,0,0,1
3031,0,1,1,0,68,1,0,0,1,1,1,0,0,1,60,3975.9,0,6418,1,0,0,0,1,0,1,0,0,0
3032,0,1,1,0,21,1,1,0,1,1,0,0,1,0,71,1497.05,0,2784,1,0,0,0,1,0,1,0,0,0
3033,1,0,0,0,21,0,0,0,1,0,1,0,0,1,36,780.15,0,3378,1,0,0,1,0,0,0,0,0,1
3034,0,0,1,0,56,1,1,1,0,0,0,1,0,0,65,3512.15,0,4775,1,0,0,0,1,0,1,0,0,0
3035,0,0,1,1,6,1,1,0,0,0,0,0,0,1,48,273.25,0,3061,1,0,0,1,0,0,0,1,0,0
3036,0,1,0,0,65,0,0,0,1,1,0,1,1,1,53,3517.9,0,5693,1,0,0,0,0,1,1,0,0,0
3037,1,0,1,0,42,1,1,1,0,0,1,1,1,0,80,3375.9,0,4397,1,0,0,0,1,0,0,1,0,0
3038,0,0,1,1,68,1,1,1,0,1,1,1,1,1,109,7508.55,0,6391,0,1,0,0,0,1,1,0,0,0
3039,1,0,1,1,48,1,1,0,0,0,0,0,0,0,26,1245.05,0,2111,0,0,1,0,0,1,1,0,0,0
3040,0,1,0,0,50,1,1,0,1,0,1,1,1,1,106,5347.95,0,5746,0,1,0,0,1,0,0,0,1,0
3041,0,1,0,0,7,1,0,0,1,1,0,1,0,1,64,493.65,0,4615,1,0,0,1,0,0,0,0,1,0
3042,0,0,1,1,63,1,0,0,0,0,0,0,0,0,19,1263.85,0,4566,0,0,1,0,0,1,0,0,1,0
3043,1,0,0,0,17,1,0,0,0,0,0,0,0,0,21,385.55,0,2842,0,0,1,1,0,0,0,1,0,0
3044,1,0,1,1,4,1,0,0,0,0,0,0,0,0,18,84.2,0,5279,0,0,1,1,0,0,0,0,0,1
3045,0,0,0,1,62,1,1,0,0,0,0,0,0,0,26,1638.7,0,4535,0,0,1,0,0,1,1,0,0,0
3046,0,0,1,0,2,1,0,0,0,0,0,0,0,1,70,120.25,0,4917,0,1,0,1,0,0,0,0,1,0
3047,1,0,1,0,48,1,1,1,1,1,0,1,0,1,96,4473.45,0,2613,0,1,0,0,0,1,1,0,0,0
3048,1,0,1,0,27,1,0,0,0,0,0,0,0,0,19,520.55,0,4430,0,0,1,0,0,1,1,0,0,0
3049,0,0,1,0,70,1,0,0,1,1,1,1,1,1,80,5717.85,0,6367,1,0,0,0,0,1,1,0,0,0
3050,1,0,1,0,46,1,1,0,1,1,0,1,0,1,94,4312.5,0,4120,0,1,0,0,1,0,0,0,1,0
3051,1,0,1,1,69,1,1,0,1,1,0,1,0,0,95,6511.25,0,5561,0,1,0,0,1,0,0,1,0,0
3052,1,0,0,0,65,1,0,0,0,0,0,0,0,1,19,1218.65,0,4309,0,0,1,0,0,1,0,1,0,0
3053,1,1,1,1,72,1,0,1,0,1,1,1,1,1,104,7447.7,0,5092,0,1,0,0,0,1,0,1,0,0
3054,1,0,0,0,17,1,0,0,0,0,0,0,0,1,20,279.5,0,2185,0,0,1,0,1,0,0,0,0,1
3055,1,0,1,0,51,1,1,1,0,1,1,1,1,1,111,5720.35,0,4053,0,1,0,0,1,0,0,0,1,0
3056,1,0,1,0,51,1,0,1,1,0,1,0,0,0,60,3121.45,0,4994,1,0,0,0,0,1,0,1,0,0
3057,0,0,1,0,72,1,1,1,1,1,1,1,1,1,90,6468.6,0,6091,1,0,0,0,0,1,1,0,0,0
3058,1,0,0,0,34,1,0,0,0,0,0,0,0,0,19,675.6,0,4136,0,0,1,1,0,0,0,0,0,1
3059,1,0,1,0,67,0,0,1,1,0,1,0,1,1,50,3521.7,0,6395,1,0,0,0,0,1,1,0,0,0
3060,0,0,1,0,49,1,0,0,0,0,0,0,0,1,20,923.1,0,5579,0,0,1,0,1,0,1,0,0,0
3061,1,0,1,1,53,1,0,0,0,0,0,0,0,1,19,1110.35,0,4497,0,0,1,0,0,1,0,0,0,1
3062,1,0,0,0,27,1,1,0,0,1,1,0,0,0,59,1611.65,0,4818,1,0,0,1,0,0,0,0,1,0
3063,1,0,0,0,69,1,1,1,1,1,1,0,1,1,81,5553.25,0,5286,1,0,0,0,0,1,0,1,0,0
3064,0,0,1,1,2,0,0,0,0,0,1,0,0,0,29,44.75,0,4998,1,0,0,1,0,0,1,0,0,0
3065,0,0,1,0,46,1,0,1,1,0,1,0,1,0,70,3231.05,0,5433,1,0,0,0,1,0,0,0,0,1
3066,0,0,0,0,54,1,1,0,1,0,0,1,1,1,97,5129.45,0,4971,0,1,0,0,0,1,1,0,0,0
3067,1,0,0,0,20,1,1,1,0,0,1,0,0,0,59,1191.2,0,5924,1,0,0,1,0,0,1,0,0,0
3068,1,0,0,0,11,1,0,0,1,0,0,0,0,1,75,866.4,0,4278,0,1,0,1,0,0,0,0,0,1
3069,0,1,1,0,30,1,1,0,1,0,0,1,0,1,90,2627.2,0,3792,0,1,0,1,0,0,0,0,1,0
3070,1,0,1,0,68,1,0,1,1,1,0,0,1,0,70,4741.45,0,5036,1,0,0,0,0,1,1,0,0,0
3071,1,1,1,0,38,1,1,0,1,1,0,1,1,1,102,4009.2,0,5469,0,1,0,1,0,0,0,0,1,0
3072,0,0,0,0,1,1,0,0,0,0,0,0,0,0,43,43.8,0,4633,1,0,0,1,0,0,0,0,1,0
3073,1,0,1,0,63,0,0,1,1,1,0,1,1,0,59,3707.6,0,5639,1,0,0,0,0,1,0,0,1,0
3074,0,0,0,0,3,1,0,0,0,1,0,1,1,1,69,220.45,0,2754,1,0,0,0,1,0,0,0,1,0
3075,0,0,0,0,48,1,1,0,0,0,0,0,0,0,24,1133.7,0,4200,0,0,1,0,1,0,1,0,0,0
3076,1,0,0,0,66,0,0,0,0,0,1,0,0,0,29,1983.15,0,5112,1,0,0,0,1,0,0,1,0,0
3077,0,0,1,1,68,1,1,0,1,1,0,0,0,1,84,5746.75,0,5045,0,1,0,0,0,1,0,1,0,0
3078,0,0,1,0,7,1,0,0,0,0,0,0,0,0,20,134.05,0,3575,0,0,1,0,1,0,0,0,0,1
3079,1,0,1,0,72,1,1,1,1,1,1,1,1,1,87,6230.1,0,5993,1,0,0,0,0,1,1,0,0,0
3080,0,0,1,0,29,1,0,0,0,0,0,0,0,0,19,573.05,0,2712,0,0,1,1,0,0,0,0,0,1
3081,1,0,1,0,37,1,0,0,0,1,1,0,1,1,90,3419.3,0,3347,0,1,0,1,0,0,0,0,1,0
3082,0,0,1,0,59,1,1,1,1,0,1,0,0,0,65,3801.3,0,5631,1,0,0,0,1,0,0,0,0,1
3083,1,1,1,1,60,1,1,1,0,0,0,0,0,1,80,4859.1,0,6214,0,1,0,1,0,0,0,0,1,0
3084,0,0,0,0,27,1,0,0,1,0,1,0,0,1,56,1439.35,0,3056,1,0,0,1,0,0,0,0,0,1
3085,1,0,1,0,17,0,0,1,0,1,0,0,0,0,34,592.75,0,4207,1,0,0,1,0,0,0,0,0,1
3086,1,0,1,0,58,1,0,0,0,0,0,0,0,0,20,1185.95,0,4927,0,0,1,0,0,1,0,0,0,1
3087,1,0,1,0,1,1,0,0,0,0,0,0,0,0,18,18.8,0,5160,0,0,1,0,1,0,0,0,0,1
3088,0,0,0,0,53,1,1,1,1,1,0,0,0,0,90,4921.2,0,5249,0,1,0,1,0,0,0,0,1,0
3089,1,0,0,0,35,1,1,0,0,0,0,0,0,1,25,901.25,0,2980,0,0,1,1,0,0,0,0,1,0
3090,1,0,1,0,68,1,1,0,1,0,1,0,1,0,70,4859.95,0,5540,1,0,0,0,0,1,0,1,0,0
3091,1,0,1,0,47,1,1,0,0,0,0,0,0,0,25,1139.2,0,3159,0,0,1,1,0,0,0,0,1,0
3092,0,1,1,0,65,1,1,0,1,1,0,1,1,1,108,7082.45,0,5225,0,1,0,1,0,0,1,0,0,0
3093,0,0,0,0,9,1,1,0,0,0,0,0,0,1,76,663.55,0,4834,0,1,0,1,0,0,0,0,1,0
3094,0,0,0,0,8,1,0,0,0,0,0,0,0,0,20,174.65,0,2653,0,0,1,0,0,1,0,0,0,1
3095,1,0,0,0,14,1,1,0,0,0,0,0,0,1,24,321.7,0,4527,0,0,1,0,1,0,0,1,0,0
3096,0,0,0,0,45,1,1,1,1,1,1,1,1,1,115,5125.5,0,3974,0,1,0,1,0,0,0,0,1,0
3097,0,0,0,0,8,1,1,0,0,0,0,0,0,1,74,548.9,0,2142,0,1,0,1,0,0,0,1,0,0
3098,1,0,1,1,66,1,0,1,1,1,0,1,1,1,103,7031.3,0,4663,0,1,0,0,1,0,1,0,0,0
3099,1,0,1,0,72,1,1,1,1,1,1,0,0,0,72,5016.65,0,4658,1,0,0,0,0,1,0,1,0,0
3100,0,0,1,1,23,1,1,0,0,0,0,0,0,0,25,611.45,0,2267,0,0,1,0,0,1,0,0,0,1
3101,0,0,0,0,4,1,1,1,0,0,0,0,0,1,80,319.85,0,2841,0,1,0,1,0,0,0,0,1,0
3102,1,0,1,1,6,1,1,0,0,0,0,0,0,0,25,153.3,0,2882,0,0,1,0,0,1,0,0,0,1
3103,0,1,1,0,67,1,1,1,1,1,1,0,1,1,105,7035.6,0,5703,0,1,0,0,1,0,0,1,0,0
3104,1,1,0,1,7,1,0,0,0,0,0,0,0,1,45,344.2,0,3779,1,0,0,1,0,0,0,0,0,1
3105,1,0,1,0,56,1,1,0,0,0,0,0,0,1,24,1431.65,0,5623,0,0,1,0,1,0,0,0,0,1
3106,0,0,1,0,72,1,1,0,0,0,0,0,0,0,25,1849.2,0,6126,0,0,1,0,0,1,0,1,0,0
3107,1,0,1,0,72,1,1,1,1,1,0,1,1,1,85,6083.1,0,6275,1,0,0,0,0,1,0,0,1,0
3108,1,0,1,1,23,1,0,0,0,0,0,0,0,0,19,426.65,0,4617,0,0,1,0,0,1,0,1,0,0
3109,0,0,0,1,35,1,1,0,0,0,0,0,0,0,50,1655.35,0,5879,1,0,0,1,0,0,0,0,0,1
3110,1,1,1,0,27,1,0,0,0,0,0,0,0,1,70,1943.9,0,2534,0,1,0,1,0,0,0,0,1,0
3111,1,0,1,0,12,1,1,0,0,0,0,0,0,0,26,314.95,0,3277,0,0,1,0,1,0,0,0,0,1
3112,0,0,0,0,40,1,0,0,0,0,0,0,0,0,20,804.85,0,3915,0,0,1,0,0,1,0,0,0,1
3113,1,0,1,1,7,0,0,1,1,1,0,1,1,0,58,465.7,0,3332,1,0,0,1,0,0,0,0,0,1
3114,1,0,1,1,70,1,1,1,1,0,0,1,0,1,97,6669.05,0,4551,0,1,0,1,0,0,0,1,0,0
3115,1,0,1,1,60,1,0,0,0,0,0,0,0,0,19,1161.75,0,6315,0,0,1,0,0,1,0,1,0,0
3116,1,0,1,0,39,0,0,0,0,0,0,0,0,1,25,947.75,0,4259,1,0,0,0,1,0,0,1,0,0
3117,1,0,1,0,72,1,1,1,1,1,1,1,1,0,114,8375.05,0,6274,0,1,0,0,0,1,0,1,0,0
3118,1,0,1,0,54,1,1,0,1,0,1,1,0,1,70,3770.0,0,5276,1,0,0,0,1,0,0,0,1,0
3119,0,0,1,0,63,1,0,1,1,1,1,1,0,0,75,4707.85,0,4626,1,0,0,0,0,1,0,1,0,0
3120,1,0,1,1,71,1,1,0,1,0,1,0,0,1,84,6152.4,0,5952,0,1,0,0,0,1,0,0,1,0
3121,0,0,0,0,42,1,0,0,0,0,0,0,0,1,20,958.1,0,5956,0,0,1,0,1,0,0,0,0,1
3122,1,0,0,0,47,1,0,0,0,0,0,0,0,0,20,943.0,0,4342,0,0,1,0,0,1,1,0,0,0
3123,1,0,0,0,11,0,0,0,1,0,1,0,0,1,35,425.1,0,4986,1,0,0,1,0,0,0,0,1,0
3124,0,1,1,0,55,1,1,0,1,1,1,0,0,0,90,5044.8,0,5140,0,1,0,1,0,0,0,0,1,0
3125,1,0,0,0,69,1,1,0,1,1,1,1,0,1,97,6743.55,0,5709,0,1,0,0,0,1,0,1,0,0
3126,0,1,0,0,3,1,0,0,0,1,0,0,0,0,73,196.4,0,2868,0,1,0,1,0,0,0,0,1,0
3127,1,1,0,0,30,1,1,0,0,1,1,1,0,1,69,2093.9,0,3415,1,0,0,0,0,1,0,1,0,0
3128,0,0,0,0,5,1,1,0,0,1,1,0,0,1,82,417.75,0,5269,0,1,0,1,0,0,0,0,1,0
3129,0,0,1,0,71,1,1,0,0,0,0,0,0,1,24,1725.4,0,4412,0,0,1,0,0,1,0,1,0,0
3130,0,0,0,0,29,1,1,0,1,0,0,0,0,1,55,1620.2,0,5481,1,0,0,0,1,0,0,0,1,0
3131,1,0,1,0,52,1,1,0,1,0,1,0,0,0,61,3169.55,0,4729,1,0,0,1,0,0,1,0,0,0
3132,1,0,0,0,68,1,1,1,1,1,0,0,1,0,76,5233.25,0,5395,1,0,0,0,1,0,0,1,0,0
3133,0,0,1,1,46,1,0,0,0,0,0,0,0,0,19,967.85,0,2320,0,0,1,0,0,1,0,0,0,1
3134,1,0,0,0,8,1,0,0,0,0,0,0,1,1,54,438.05,0,5317,1,0,0,1,0,0,0,1,0,0
3135,1,0,1,0,72,1,0,0,0,0,0,0,0,0,19,1421.9,0,6436,0,0,1,0,0,1,0,1,0,0
3136,0,0,0,0,17,1,0,0,0,0,0,0,0,0,19,323.15,0,2093,0,0,1,0,1,0,1,0,0,0
3137,1,0,0,0,3,1,0,0,1,1,1,1,1,1,107,318.6,0,5653,0,1,0,1,0,0,0,0,1,0
3138,0,1,0,0,2,1,0,0,1,0,0,1,0,1,83,163.7,0,2885,0,1,0,1,0,0,1,0,0,0
3139,0,0,0,0,51,0,0,0,1,1,0,1,1,1,56,2928.5,0,4380,1,0,0,0,1,0,0,1,0,0
3140,0,0,1,1,6,1,0,0,0,0,0,0,0,0,20,100.35,0,5874,0,0,1,0,0,1,0,0,0,1
3141,0,0,1,0,3,1,1,0,0,0,0,1,1,0,94,273.2,0,2330,0,1,0,1,0,0,0,0,1,0
3142,0,1,0,0,17,1,1,0,0,0,0,1,1,1,94,1608.15,0,4425,0,1,0,1,0,0,0,0,1,0
3143,1,0,1,0,30,1,1,0,0,0,0,0,0,0,49,1441.95,0,3712,1,0,0,1,0,0,0,0,1,0
3144,1,0,0,0,31,1,1,0,1,0,1,1,0,1,71,2168.15,0,4443,1,0,0,1,0,0,0,0,1,0
3145,0,0,0,0,45,1,0,1,0,1,1,1,1,0,81,3618.7,0,5937,1,0,0,0,0,1,1,0,0,0
3146,1,0,1,0,64,1,1,1,1,1,0,0,0,0,89,5692.65,0,5519,0,1,0,0,1,0,1,0,0,0
3147,1,1,1,1,61,1,1,0,1,0,0,1,1,0,99,5969.3,0,5177,0,1,0,0,1,0,0,0,1,0
3148,1,0,0,0,1,1,0,0,0,0,0,0,0,0,19,19.05,0,5279,0,0,1,1,0,0,0,0,0,1
3149,1,0,1,1,72,1,1,1,1,1,1,1,1,0,114,8100.55,0,4700,0,1,0,0,0,1,1,0,0,0
3150,0,0,1,0,7,1,0,0,0,0,0,0,0,1,44,313.45,0,5014,1,0,0,1,0,0,0,0,0,1
3151,0,0,1,0,66,1,1,0,1,1,1,0,0,1,90,6130.95,0,4958,0,1,0,0,1,0,1,0,0,0
3152,1,0,1,1,40,1,0,0,0,0,0,0,0,1,20,745.3,0,5918,0,0,1,1,0,0,1,0,0,0
3153,1,0,0,0,16,1,1,0,1,1,0,0,1,1,71,1212.1,0,3360,1,0,0,1,0,0,1,0,0,0
3154,1,0,1,0,67,1,1,0,0,0,0,0,0,0,24,1583.5,0,4833,0,0,1,0,0,1,0,1,0,0
3155,0,0,1,0,41,1,0,1,1,1,0,1,1,1,104,4162.05,0,2719,0,1,0,0,1,0,1,0,0,0
3156,0,0,1,1,56,1,0,0,0,0,0,0,0,1,19,1119.9,0,4681,0,0,1,0,0,1,0,1,0,0
3157,0,0,0,0,72,1,1,1,1,1,1,1,1,1,116,8013.55,0,5567,0,1,0,0,0,1,1,0,0,0
3158,0,0,1,0,54,1,0,0,0,0,0,0,0,0,20,1102.4,0,4212,0,0,1,0,0,1,0,1,0,0
3159,1,1,0,0,52,1,1,0,1,1,1,1,1,1,110,5832.0,0,4993,0,1,0,1,0,0,0,0,1,0
3160,0,0,0,0,50,1,0,0,0,1,1,0,1,1,89,4304.5,0,5306,0,1,0,0,0,1,1,0,0,0
3161,1,0,1,0,27,1,0,1,0,0,0,0,0,0,48,1421.75,0,3560,1,0,0,0,1,0,0,1,0,0
3162,0,1,1,0,72,1,1,1,1,1,1,0,0,1,96,6827.5,0,5153,0,1,0,0,0,1,1,0,0,0
3163,1,0,0,0,62,1,0,1,1,0,0,1,1,1,74,4698.05,0,5974,1,0,0,0,1,0,0,1,0,0
3164,0,0,0,0,12,1,0,0,1,0,1,0,0,1,54,654.5,0,3854,1,0,0,1,0,0,0,0,1,0
3165,0,1,0,0,44,1,0,0,0,1,1,1,1,0,74,3268.05,0,3253,1,0,0,0,1,0,1,0,0,0
3166,1,0,1,1,54,1,0,0,1,0,1,0,0,1,79,4362.05,0,4387,0,1,0,0,0,1,1,0,0,0
3167,0,0,0,0,68,1,0,0,0,0,0,0,0,0,20,1386.9,0,5740,0,0,1,0,0,1,1,0,0,0
3168,1,0,0,0,20,1,0,0,0,0,0,0,0,0,19,415.4,0,4958,0,0,1,1,0,0,0,0,0,1
3169,1,0,1,0,50,1,1,0,0,1,0,0,0,0,54,2614.1,0,4322,1,0,0,0,1,0,1,0,0,0
3170,1,0,0,0,58,1,1,0,0,0,0,0,0,1,24,1513.6,0,6490,0,0,1,0,0,1,0,1,0,0
3171,1,0,1,1,35,1,1,0,1,0,0,1,0,1,89,3161.6,0,2622,0,1,0,1,0,0,1,0,0,0
3172,0,0,0,0,2,1,0,0,0,0,0,0,0,1,45,80.95,0,4964,1,0,0,1,0,0,0,0,1,0
3173,1,0,1,0,63,1,1,1,0,1,1,0,1,0,75,4676.7,0,5113,1,0,0,0,0,1,0,0,0,1
3174,0,0,1,0,58,1,1,1,1,1,0,1,1,1,110,6526.65,0,4761,0,1,0,0,1,0,0,1,0,0
3175,0,0,1,0,27,1,0,0,0,0,0,0,0,1,20,583.3,0,2269,0,0,1,0,1,0,0,0,0,1
3176,0,0,1,0,71,1,1,1,1,1,1,1,1,1,115,8078.1,0,4144,0,1,0,0,0,1,0,1,0,0
3177,0,0,0,0,63,1,0,0,0,1,0,0,1,0,58,3503.5,0,6312,1,0,0,0,1,0,0,1,0,0
3178,1,0,1,0,71,1,1,0,1,1,0,0,1,1,93,6669.45,0,6035,0,1,0,1,0,0,1,0,0,0
3179,0,0,1,1,68,1,0,0,0,0,0,0,0,1,19,1292.65,0,6303,0,0,1,0,0,1,1,0,0,0
3180,1,0,1,1,1,1,0,1,0,0,0,0,0,1,48,48.75,0,5068,1,0,0,1,0,0,0,0,0,1
3181,1,1,0,0,65,1,1,1,0,1,1,1,1,1,109,7108.2,0,5692,0,1,0,0,0,1,0,0,1,0
3182,1,1,1,0,72,1,1,0,0,0,0,0,0,1,25,1802.55,0,4055,0,0,1,0,0,1,1,0,0,0
3183,0,0,0,0,28,1,1,0,0,0,1,0,0,1,54,1505.15,0,2885,1,0,0,1,0,0,0,1,0,0
3184,1,0,1,1,72,1,1,0,0,0,0,0,0,0,24,1859.1,0,4185,0,0,1,0,0,1,0,1,0,0
3185,0,0,0,0,2,1,0,1,1,0,0,1,0,1,91,168.5,0,2686,0,1,0,1,0,0,0,0,1,0
3186,1,1,1,0,60,1,1,0,1,1,0,1,1,1,104,6339.45,0,4040,0,1,0,0,1,0,0,0,1,0
3187,0,1,0,0,26,1,1,0,0,0,1,0,1,1,66,1652.4,0,3225,1,0,0,1,0,0,0,0,1,0
3188,1,0,1,0,68,1,1,1,1,1,1,1,1,1,92,6392.85,0,4451,1,0,0,0,0,1,0,1,0,0
3189,0,1,1,0,42,1,1,1,0,1,0,1,1,1,105,4599.15,0,5573,0,1,0,0,1,0,1,0,0,0
3190,0,0,1,0,57,1,0,0,0,0,0,0,0,1,19,1134.25,0,6064,0,0,1,0,0,1,1,0,0,0
3191,1,0,1,0,54,0,0,0,1,0,0,0,0,0,30,1621.35,0,4778,1,0,0,1,0,0,0,0,1,0
3192,0,0,1,0,44,1,0,1,1,1,0,0,0,1,61,2722.2,0,2059,1,0,0,0,1,0,0,0,0,1
3193,1,0,1,1,42,1,1,1,1,0,0,1,0,1,69,3058.3,0,4701,1,0,0,1,0,0,1,0,0,0
3194,1,0,1,1,72,1,1,0,0,0,0,0,0,0,24,1769.6,0,6232,0,0,1,0,0,1,1,0,0,0
3195,0,0,1,0,71,1,1,1,1,1,1,1,1,0,91,6293.75,0,4644,1,0,0,0,0,1,0,0,0,1
